id_cliente,idade,tempo_de_contrato_meses,frequencia_uso_mensal,ultimo_login_dias,suporte_chamados_abertos,uso_funcionalidades_premium,interacao_emails_marketing,plano,pagamento_em_dia,avaliacao_satisfacao,regiao,tempo_total_login_horas,navegador_usado,hora_ultimo_acesso,churn,codigo_cliente,constante
9303,23,47,26,46,0,0.028621377935303616,9,Standard,1,3.3,Sudeste,37.809730578211195,Edge,10,0,C09303,1
9304,59,13,27,37,1,0.6961018639657353,5,Premium,1,3.0,Sudeste,64.99978911606203,Edge,2,0,C09304,1
9305,46,45,24,12,1,0.7603789649772925,9,Standard,1,1.8,Sudeste,17.679804699745898,Chrome,2,0,C09305,1
9306,32,16,21,55,3,0.35438295418062316,9,Standard,1,3.7,Norte,2.2958831220516016,Firefox,5,1,C09306,1
9307,46,8,27,25,2,0.9862503712398685,6,Standard,1,2.3,Sudeste,11.793788149228753,Edge,1,0,C09307,1
9308,21,43,24,13,0,0.5879917765322268,7,Basic,1,3.3,Nordeste,77.04606081447601,Edge,10,0,C09308,1
9309,35,8,10,44,4,0.10001551337937498,0,Basic,1,2.8,Centro-Oeste,22.72030769483184,Safari,5,0,C09309,1
9310,67,54,25,23,1,0.36487289069857276,8,Standard,1,3.2,Sul,6.6718581831339625,Edge,10,0,C09310,1
9311,66,10,2,47,0,0.5824958524525267,8,Basic,1,5.0,Norte,50.22356124466051,Firefox,21,1,C09311,1
9312,61,55,21,0,3,0.9555801462449084,3,Premium,1,1.7,Sul,36.78021588470627,Firefox,4,1,C09312,1
9313,56,33,25,45,1,0.6826968943084554,0,Basic,0,5.0,Nordeste,29.671351919692263,Firefox,10,1,C09313,1
9314,33,31,15,44,2,0.008841031105609742,7,Premium,1,3.5,Norte,13.163597051177426,Firefox,16,1,C09314,1
9315,28,12,20,54,3,0.6694713307324983,2,Standard,0,4.1,Nordeste,68.75076420847923,Edge,14,0,C09315,1
9316,31,9,15,29,0,0.6550287759957976,0,Premium,1,2.0,Sudeste,40.93445076808549,Edge,9,1,C09316,1
9317,20,37,8,9,2,0.8617843959609923,2,Premium,0,4.7,Nordeste,204.18005624447636,Edge,19,0,C09317,1
9318,68,9,12,9,3,0.13162175894230255,1,Premium,1,3.4,Centro-Oeste,99.25029994802652,Edge,8,0,C09318,1
9319,67,48,9,27,1,0.8071717013478079,9,Basic,1,3.0,Centro-Oeste,13.574156352132272,Chrome,10,0,C09319,1
9320,59,18,16,3,1,0.8756406254642652,6,Premium,1,2.9,Centro-Oeste,37.97979592248335,Edge,22,1,C09320,1
9321,55,30,24,13,1,0.802032180345895,5,Premium,1,1.5,Sul,37.661639058123576,Safari,9,0,C09321,1
9322,62,32,20,11,1,0.41042782924026344,8,Basic,1,2.5,Norte,7.9680681122093935,Edge,1,0,C09322,1
9323,59,40,16,53,0,0.6910678415652989,1,Standard,1,2.6,Sudeste,83.64962879966569,Edge,22,0,C09323,1
9324,35,23,9,37,1,0.8174631627984573,7,Premium,1,2.5,Norte,20.47849333621171,Edge,19,1,C09324,1
9325,37,11,7,46,0,0.9466687241421341,2,Premium,1,4.5,Sul,7.634821459314237,Safari,4,0,C09325,1
9326,65,20,6,36,0,0.33406537696299576,4,Basic,1,3.8,Norte,13.825933089294946,Firefox,2,0,C09326,1
9327,42,19,13,9,2,0.20730841250568344,8,Standard,1,4.9,Nordeste,179.52481715097676,Edge,19,0,C09327,1
9328,55,36,21,40,5,0.7566233660381635,8,Premium,1,1.9,Norte,41.4633159673803,Edge,13,0,C09328,1
9329,30,52,17,26,0,0.09734634321055524,0,Standard,1,2.6,Nordeste,1.050354462526605,Safari,0,0,C09329,1
9330,21,26,20,41,1,0.562765487079051,1,Premium,1,3.8,Norte,37.47239798749737,Chrome,18,0,C09330,1
9331,31,10,18,55,2,0.860435671041027,5,Standard,1,2.8,Sul,190.54212294206525,Edge,7,0,C09331,1
9332,50,24,17,11,2,0.22287467713393094,0,Premium,1,2.9,Sul,4.789333555686106,Chrome,7,0,C09332,1
9333,45,13,13,21,2,0.3880317144276325,1,Basic,1,3.8,Norte,23.906421228484252,Firefox,18,1,C09333,1
9334,69,52,9,3,1,0.8242093159244607,9,Basic,1,2.7,Norte,25.470720427246818,Firefox,14,0,C09334,1
9335,54,46,0,28,2,0.5021999302584632,7,Basic,1,1.3,Sudeste,8.189873569736914,Safari,21,0,C09335,1
9336,25,53,8,35,5,0.17781416615460133,5,Basic,1,2.8,Sudeste,27.815351237329892,Chrome,7,1,C09336,1
9337,61,34,17,44,0,0.08393094751391272,9,Standard,1,4.7,Sul,5.744336192859548,Edge,2,0,C09337,1
9338,51,29,12,56,1,0.5572360724385955,0,Standard,1,3.5,Sudeste,59.34737401222794,Edge,3,0,C09338,1
9339,61,36,26,13,1,0.021746097800700137,2,Standard,0,3.2,Centro-Oeste,131.64666185581083,Safari,2,0,C09339,1
9340,22,7,16,11,2,0.3399253295414857,5,Standard,1,4.1,Norte,26.66364433267507,Safari,21,0,C09340,1
9341,22,51,29,44,1,0.6120573909907611,0,Basic,1,3.0,Sudeste,184.76505283418103,Edge,19,0,C09341,1
9342,48,30,22,19,4,0.005463040073835135,6,Premium,1,1.0,Centro-Oeste,40.64345253591719,Chrome,14,0,C09342,1
9343,62,17,24,44,1,0.8681012929275131,5,Standard,1,2.0,Centro-Oeste,1.7441433160574866,Safari,0,0,C09343,1
9344,26,48,21,22,1,0.9569596810077771,5,Premium,1,2.8,Nordeste,9.12114194879146,Chrome,13,1,C09344,1
9345,59,13,15,21,1,0.4107127912013243,9,Basic,1,3.5,Sudeste,5.370778738133109,Chrome,1,0,C09345,1
9346,49,56,23,33,1,0.04067623359311334,7,Standard,0,4.7,Norte,61.09734754638697,Chrome,16,0,C09346,1
9347,50,24,10,20,4,0.27998382532690735,0,Standard,1,2.9,Norte,65.7052051836111,Edge,12,0,C09347,1
9348,20,54,22,50,1,0.6630365947950876,0,Standard,1,4.6,Centro-Oeste,25.417132349784723,Edge,21,0,C09348,1
9349,47,55,8,8,1,0.04272937925160647,6,Premium,1,4.5,Sudeste,88.69223660635296,Firefox,19,0,C09349,1
9350,67,31,6,9,2,0.8541615860822023,0,Basic,1,2.9,Nordeste,104.9550031121121,Safari,8,0,C09350,1
9351,29,58,28,48,2,0.8033130421026818,8,Premium,1,3.8,Sul,15.177525484628953,Chrome,18,0,C09351,1
9352,46,27,21,9,1,0.4627107600725806,9,Basic,1,3.9,Sudeste,95.49256067791796,Firefox,20,0,C09352,1
9353,20,50,0,51,3,0.7704364651263235,5,Premium,1,4.0,Sul,81.75454844418446,Firefox,9,0,C09353,1
9354,43,21,8,44,3,0.17005742660276302,1,Standard,1,3.3,Norte,26.32045079296838,Chrome,1,0,C09354,1
9355,47,44,9,51,1,0.9566267536021408,5,Standard,1,4.1,Norte,23.23401409273948,Firefox,22,0,C09355,1
9356,26,55,15,56,2,0.4978206712379514,5,Standard,1,4.9,Centro-Oeste,189.02714622202768,Firefox,4,0,C09356,1
9357,43,57,20,29,2,0.9851388538695537,1,Standard,1,5.0,Norte,26.589362999578235,Edge,15,0,C09357,1
9358,19,1,28,32,1,0.5264559205625957,5,Basic,1,3.8,Sul,17.71363308506648,Safari,11,0,C09358,1
9359,20,15,17,1,1,0.7095605677956668,4,Premium,1,3.6,Centro-Oeste,46.6428923805659,Edge,2,1,C09359,1
9360,63,3,13,48,3,0.7997044307643891,6,Basic,1,3.1,Sul,103.85301072983391,Chrome,23,0,C09360,1
9361,21,6,27,31,3,0.7911184273945466,8,Premium,1,2.8,Nordeste,48.755804967386,Firefox,1,0,C09361,1
9362,42,14,10,44,1,0.7367311844062634,8,Basic,1,1.9,Norte,109.57690449675039,Chrome,17,0,C09362,1
9363,68,55,23,16,1,0.13670258369037724,7,Standard,1,1.8,Sul,80.85084092742551,Chrome,20,0,C09363,1
9364,30,38,28,27,2,0.4088224604112922,2,Standard,1,4.2,Norte,110.38440363664637,Chrome,5,0,C09364,1
9365,56,33,3,44,1,0.5417748614322478,4,Standard,0,2.9,Norte,75.32582646951842,Firefox,4,0,C09365,1
9366,61,52,29,16,1,0.7083223587658638,2,Premium,1,2.9,Norte,46.017421899872204,Chrome,12,0,C09366,1
9367,52,38,18,50,3,0.39590231510912033,6,Basic,1,3.6,Sudeste,2.93222598598484,Safari,14,0,C09367,1
9368,40,8,12,58,2,0.5571263283904463,0,Basic,1,4.5,Nordeste,22.32401624718055,Firefox,2,0,C09368,1
9369,26,26,0,13,2,0.42381780136679215,0,Standard,1,3.1,Norte,2.567420013171432,Safari,18,1,C09369,1
9370,19,15,20,51,2,0.7135238384474075,9,Standard,1,1.2,Sul,126.59241849096603,Edge,2,0,C09370,1
9371,58,14,18,9,2,0.07923622362058202,4,Premium,1,2.2,Norte,145.39061341653763,Safari,11,1,C09371,1
9372,61,48,14,33,1,0.7142013357555846,4,Basic,1,5.0,Nordeste,8.32021922012546,Firefox,2,0,C09372,1
9373,48,20,19,13,1,0.838691780579237,6,Premium,0,5.0,Sul,48.87927272298503,Safari,2,0,C09373,1
9374,61,55,14,16,1,0.012671662060397604,8,Standard,1,5.0,Sul,87.27566027519555,Safari,9,0,C09374,1
9375,64,48,24,36,5,0.5345536924316675,6,Premium,1,3.4,Sudeste,4.138899042756548,Safari,23,0,C09375,1
9376,19,59,10,21,3,0.25058279345505685,6,Basic,1,2.5,Sul,172.5489347995566,Edge,4,0,C09376,1
9377,49,19,29,17,2,0.43246714580424594,8,Premium,1,3.4,Norte,47.13904532285075,Edge,9,0,C09377,1
9378,35,56,22,34,2,0.7455921269746857,7,Premium,1,2.9,Sudeste,22.72667700057124,Safari,23,0,C09378,1
9379,30,33,26,47,1,0.7753842102821281,0,Premium,1,5.0,Centro-Oeste,41.323839434807255,Safari,17,0,C09379,1
9380,63,36,4,57,3,0.4016182012615206,4,Premium,1,3.2,Sudeste,41.66536047105795,Chrome,10,0,C09380,1
9381,22,24,23,50,3,0.09154364211894594,1,Premium,1,5.0,Sudeste,6.2397133482699,Firefox,2,0,C09381,1
9382,59,10,21,17,6,0.609487524546834,9,Standard,1,4.2,Centro-Oeste,42.19918861316105,Safari,16,0,C09382,1
9383,61,52,9,51,1,0.27910791565501614,9,Basic,1,4.9,Sul,55.54901794908395,Safari,21,0,C09383,1
9384,27,50,17,29,2,0.11620904076527849,2,Standard,0,1.9,Sul,13.052748977114204,Chrome,20,0,C09384,1
9385,60,34,6,36,1,0.314840395424972,1,Standard,1,5.0,Sul,1.4708516199484445,Edge,14,0,C09385,1
9386,42,36,0,39,3,0.5803534096082396,9,Premium,0,3.5,Sudeste,35.47083297115673,Safari,16,0,C09386,1
9387,51,47,2,5,3,0.9084735229435836,3,Basic,1,3.2,Centro-Oeste,4.385768018351218,Safari,13,0,C09387,1
9388,54,36,27,14,0,0.2155091492031076,0,Basic,1,2.5,Sudeste,15.209604224525137,Chrome,3,0,C09388,1
9389,47,16,0,56,3,0.7639372592209068,5,Standard,1,2.2,Centro-Oeste,33.41766654801594,Chrome,6,0,C09389,1
9390,24,15,29,34,3,0.8622790609734401,9,Standard,1,3.9,Norte,2.459028277148311,Firefox,2,0,C09390,1
9391,23,18,16,25,3,0.14796771593938152,9,Basic,1,2.5,Norte,123.80377626469348,Firefox,7,0,C09391,1
9392,20,7,14,40,3,0.005558844951435105,7,Premium,1,4.8,Sudeste,22.52887505651976,Edge,19,0,C09392,1
9393,30,47,4,26,1,0.9453516362175958,6,Standard,1,3.2,Nordeste,30.523431394793565,Chrome,5,0,C09393,1
9394,20,22,21,29,3,0.09828188736998333,0,Standard,1,3.3,Sul,40.924668331568185,Edge,15,0,C09394,1
9395,43,32,15,10,0,0.16135408201748147,9,Basic,1,2.4,Sudeste,35.90152439638018,Chrome,13,1,C09395,1
9396,41,43,11,51,0,0.4078069859740815,4,Premium,1,4.2,Norte,12.02342396229346,Firefox,1,0,C09396,1
9397,23,19,18,23,4,0.29503592580326565,0,Premium,0,3.1,Centro-Oeste,7.940488316623695,Firefox,18,0,C09397,1
9398,60,40,13,57,1,0.9813907758291996,8,Premium,0,2.8,Sudeste,9.808696064380308,Edge,6,0,C09398,1
9399,66,56,2,54,1,0.8256532871623731,9,Premium,1,2.6,Sul,23.139878976593597,Edge,7,0,C09399,1
9400,59,1,18,13,4,0.6489895566940478,7,Premium,1,4.5,Centro-Oeste,62.2978106543648,Edge,7,0,C09400,1
9401,29,35,0,22,1,0.026443244665219967,4,Basic,0,3.6,Norte,54.68865044622228,Chrome,10,0,C09401,1
9402,66,5,20,8,3,0.24209262831386402,9,Standard,1,3.1,Nordeste,46.71649552554465,Chrome,10,0,C09402,1
9403,53,50,0,41,3,0.19319780241567241,9,Standard,1,4.5,Sudeste,9.074242216000632,Edge,4,1,C09403,1
9404,19,12,25,46,2,0.2608461411039492,3,Premium,0,3.7,Norte,4.9253164182034865,Chrome,17,0,C09404,1
9405,28,12,9,17,1,0.9493369607648036,3,Basic,1,3.6,Norte,9.916506075926419,Edge,19,0,C09405,1
9406,56,21,2,52,2,0.4066454019724042,8,Standard,1,2.9,Sudeste,79.38328008102732,Firefox,23,0,C09406,1
9407,51,59,12,50,1,0.8739858191206626,0,Basic,1,4.2,Norte,78.00444436620583,Edge,13,1,C09407,1
9408,43,58,5,38,5,0.47305313196153587,9,Premium,1,4.2,Sul,57.120204179274516,Edge,7,0,C09408,1
9409,35,19,10,18,4,0.6636497176788254,2,Premium,1,3.8,Sudeste,115.11534988843506,Chrome,16,0,C09409,1
9410,38,9,5,4,2,0.9414344903450581,9,Standard,1,3.6,Nordeste,2.4431814206244464,Safari,22,0,C09410,1
9411,53,43,2,52,3,0.5822741702649327,4,Premium,1,5.0,Sudeste,52.41860188256092,Safari,6,0,C09411,1
9412,57,49,15,17,1,0.3566415987729874,3,Premium,1,2.7,Sul,87.46924953332417,Edge,14,1,C09412,1
9413,69,48,8,58,4,0.4727834177676722,0,Basic,1,3.2,Sudeste,36.772000700392375,Chrome,21,0,C09413,1
9414,63,36,7,32,4,0.46873619010494183,6,Standard,0,2.6,Centro-Oeste,26.577293203565322,Safari,5,1,C09414,1
9415,61,42,26,43,2,0.8000220136868235,7,Premium,1,3.7,Sul,57.21813717951585,Safari,4,0,C09415,1
9416,39,54,2,37,3,0.3357299263715462,2,Basic,1,2.5,Norte,61.97186047875252,Safari,18,0,C09416,1
9417,47,47,4,12,4,0.042950090480022185,6,Standard,1,3.2,Centro-Oeste,56.74803880929369,Edge,8,0,C09417,1
9418,67,57,20,48,2,0.6731225861126203,2,Premium,1,4.3,Sudeste,160.81930678803744,Edge,18,0,C09418,1
9419,60,51,13,8,1,0.8550861285354244,9,Standard,1,2.4,Sul,171.3722888142554,Chrome,0,0,C09419,1
9420,47,32,4,25,1,0.5012837378404051,1,Premium,1,4.3,Sudeste,49.616670054466766,Firefox,10,0,C09420,1
9421,25,35,18,52,1,0.13996770110241896,6,Premium,1,2.4,Norte,167.66497845211822,Edge,19,0,C09421,1
9422,51,31,4,0,1,0.14497228801619144,5,Premium,0,3.7,Sul,131.18611078254855,Firefox,11,0,C09422,1
9423,64,53,20,11,2,0.8920994656523364,5,Basic,1,3.9,Nordeste,12.917064570895231,Safari,12,0,C09423,1
9424,26,55,19,23,2,0.07316703134261127,6,Basic,1,4.6,Nordeste,65.47809533571038,Safari,16,1,C09424,1
9425,68,32,19,0,1,0.5028983978419671,8,Basic,1,4.4,Norte,19.46222907430726,Chrome,6,0,C09425,1
9426,37,37,1,3,2,0.3306778994023254,4,Premium,0,2.6,Nordeste,80.13862730569726,Safari,18,0,C09426,1
9427,57,32,24,6,2,0.27520244077174594,1,Premium,1,3.8,Centro-Oeste,17.844533216291882,Firefox,20,1,C09427,1
9428,42,43,6,51,2,0.17220163168020752,5,Standard,0,2.7,Sudeste,13.117842059727252,Chrome,3,0,C09428,1
9429,36,56,0,27,2,0.2997320452280622,2,Basic,1,4.1,Sudeste,177.47582850324818,Safari,3,0,C09429,1
9430,22,37,20,36,5,0.7157439206295035,8,Premium,1,4.5,Norte,15.834279644670579,Firefox,12,0,C09430,1
9431,28,39,17,54,1,0.5976120089805492,6,Standard,1,3.5,Centro-Oeste,60.700306430288585,Firefox,4,0,C09431,1
9432,32,38,9,51,3,0.08264425634595829,4,Basic,1,3.5,Sul,2.836518511046049,Firefox,15,0,C09432,1
9433,25,30,5,4,3,0.7538491665500859,3,Premium,0,3.4,Centro-Oeste,34.63650042052824,Safari,6,0,C09433,1
9434,36,58,6,38,2,0.35450192089072374,3,Basic,1,3.0,Centro-Oeste,36.29050132799279,Chrome,7,0,C09434,1
9435,40,32,11,31,2,0.21722656628246872,9,Standard,0,2.8,Norte,69.92203562423373,Chrome,10,0,C09435,1
9436,44,45,17,48,2,0.8174500957366737,4,Premium,1,4.5,Sul,57.66750339751828,Chrome,12,0,C09436,1
9437,57,2,10,30,1,0.6359171156106304,5,Standard,1,3.3,Sul,50.497736744845156,Safari,19,0,C09437,1
9438,49,51,21,43,3,0.7223917362658172,6,Standard,0,3.6,Norte,16.75906532406153,Safari,18,1,C09438,1
9439,43,11,28,14,3,0.3057009325542658,9,Premium,1,4.1,Norte,28.386800561518115,Chrome,14,1,C09439,1
9440,44,59,18,2,1,0.7488965629885804,9,Standard,1,3.7,Sudeste,45.375912287567715,Edge,0,0,C09440,1
9441,36,20,24,48,2,0.2754103609941252,8,Premium,1,2.8,Centro-Oeste,25.110352345659336,Firefox,14,0,C09441,1
9442,67,37,3,45,4,0.6800536724187016,3,Standard,1,3.4,Sul,106.74498622760198,Firefox,10,0,C09442,1
9443,59,9,18,46,2,0.21809228381815882,5,Standard,1,4.1,Centro-Oeste,121.4141440508441,Edge,5,0,C09443,1
9444,46,38,12,46,4,0.6338657552872135,6,Standard,1,3.8,Sudeste,35.57457688501286,Edge,3,0,C09444,1
9445,56,49,26,14,1,0.4564930708710391,8,Standard,1,2.1,Centro-Oeste,6.256376531449027,Firefox,6,0,C09445,1
9446,58,19,18,50,5,0.1564275520107521,0,Premium,1,2.1,Sul,13.795967041972634,Firefox,4,0,C09446,1
9447,50,55,1,42,2,0.5938216779422381,7,Premium,1,2.8,Sudeste,143.51757325796223,Safari,15,0,C09447,1
9448,36,40,27,17,4,0.011472342554186166,5,Premium,1,3.2,Centro-Oeste,80.14847200025788,Firefox,0,0,C09448,1
9449,54,7,8,20,2,0.6900773614640772,4,Standard,1,2.8,Norte,64.2191808051756,Firefox,14,0,C09449,1
9450,36,5,7,9,1,0.9450773596913637,2,Standard,0,1.8,Sudeste,23.558500046262694,Edge,1,1,C09450,1
9451,50,47,20,20,1,0.8960820212736933,2,Basic,1,2.1,Centro-Oeste,21.762677295384517,Edge,23,0,C09451,1
9452,64,42,13,25,2,0.9752875002462492,2,Basic,1,3.1,Centro-Oeste,40.79009643534799,Safari,7,0,C09452,1
9453,33,24,29,40,1,0.4382237909117934,2,Basic,1,5.0,Norte,41.544081388437306,Chrome,4,1,C09453,1
9454,40,48,28,55,2,0.82950025354278,5,Basic,1,5.0,Nordeste,46.26063716695911,Edge,17,0,C09454,1
9455,24,41,8,2,1,0.1416587092004894,5,Premium,1,4.1,Nordeste,42.656606068797586,Safari,3,1,C09455,1
9456,43,7,12,0,3,0.01702150578804329,3,Standard,1,3.3,Nordeste,19.170909377219616,Chrome,1,0,C09456,1
9457,49,11,17,20,3,0.15866325559135774,8,Basic,1,3.5,Sul,9.96044959976592,Chrome,13,0,C09457,1
9458,29,9,5,10,2,0.4434600981214333,8,Premium,0,3.6,Sudeste,176.55624961194385,Chrome,22,0,C09458,1
9459,25,49,22,15,3,0.16272096696455873,4,Standard,1,3.8,Nordeste,4.824303028583479,Edge,7,0,C09459,1
9460,22,30,21,34,2,0.45418599837800233,6,Premium,1,3.4,Norte,85.1240823611842,Safari,5,0,C09460,1
9461,59,41,2,20,5,0.23574354348867654,4,Basic,1,3.0,Sudeste,10.964980245989752,Firefox,8,0,C09461,1
9462,45,3,9,40,1,0.21616404754144147,3,Standard,1,5.0,Norte,153.5399040292129,Safari,0,1,C09462,1
9463,22,22,29,10,3,0.9194930866664139,2,Basic,1,2.3,Sul,34.5927387313944,Edge,7,0,C09463,1
9464,66,40,9,30,3,0.520176662950124,8,Standard,1,4.4,Norte,20.628924785929378,Safari,4,0,C09464,1
9465,43,51,9,48,2,0.6745701520490143,1,Basic,1,1.7,Sul,125.62053997938747,Chrome,0,0,C09465,1
9466,22,20,8,0,0,0.39877316257888995,7,Standard,1,3.9,Norte,20.81559346195166,Edge,1,0,C09466,1
9467,39,32,29,40,0,0.16511300666852946,3,Basic,1,1.9,Sudeste,37.55104316902825,Safari,17,0,C09467,1
9468,32,48,11,31,4,0.7142135622705706,7,Basic,1,5.0,Nordeste,80.42842649320927,Edge,0,0,C09468,1
9469,30,7,23,2,3,0.44355655645741787,1,Standard,1,2.7,Sudeste,68.78164363355216,Edge,8,0,C09469,1
9470,45,7,7,59,0,0.8414044633702047,6,Basic,1,3.6,Nordeste,112.81497112932404,Firefox,0,1,C09470,1
9471,50,20,23,31,3,0.08169303321906862,2,Premium,1,4.4,Centro-Oeste,22.899362439524054,Safari,14,0,C09471,1
9472,60,25,8,41,3,0.38356477163991687,4,Standard,1,2.4,Sudeste,11.4048884278994,Chrome,6,0,C09472,1
9473,40,45,16,4,3,0.161259962055879,3,Basic,1,3.6,Nordeste,28.507381778784758,Firefox,5,0,C09473,1
9474,50,35,7,56,1,0.6941106848109019,1,Standard,1,3.2,Nordeste,57.423256848788185,Firefox,14,0,C09474,1
9475,60,44,17,42,3,0.3373823129532256,7,Premium,0,4.5,Sudeste,15.199033799233117,Safari,0,0,C09475,1
9476,35,24,19,36,1,0.4162777925730379,7,Premium,1,4.5,Sul,56.60715082104375,Firefox,9,1,C09476,1
9477,67,40,16,11,1,0.34950347211499855,9,Premium,1,3.9,Nordeste,9.299489354008992,Edge,2,1,C09477,1
9478,47,13,27,13,0,0.8407382210298783,6,Premium,1,2.2,Sudeste,258.69508763250417,Safari,0,0,C09478,1
9479,43,52,5,43,3,0.5635956487930472,5,Premium,1,3.0,Centro-Oeste,39.73417841879445,Safari,16,0,C09479,1
9480,33,48,9,50,0,0.7085308346463923,7,Premium,1,3.4,Nordeste,4.039891693974688,Chrome,10,0,C09480,1
9481,30,39,0,8,1,0.7409617810739405,6,Basic,1,4.8,Sul,6.284030510381237,Edge,15,0,C09481,1
9482,56,4,27,59,1,0.7072613464884194,8,Premium,1,2.1,Norte,44.61806204912194,Firefox,10,0,C09482,1
9483,50,12,20,6,4,0.9445467063943823,7,Standard,1,3.2,Nordeste,40.492396257849286,Safari,0,0,C09483,1
9484,43,17,24,15,1,0.6523229605548438,5,Standard,1,4.8,Sudeste,26.69611274876711,Firefox,2,0,C09484,1
9485,65,1,0,27,0,0.6488992696400906,5,Premium,1,3.3,Sudeste,46.533922541998756,Firefox,23,0,C09485,1
9486,18,17,8,59,4,0.8094237350931874,9,Basic,1,3.5,Nordeste,5.156267856199575,Safari,10,0,C09486,1
9487,66,2,19,6,2,0.0163684504088899,1,Basic,1,1.7,Sul,6.545555602003502,Chrome,22,0,C09487,1
9488,55,6,2,13,1,0.058270052292737295,7,Standard,1,3.0,Norte,17.215116781732075,Chrome,7,0,C09488,1
9489,19,44,23,31,3,0.2483743297446026,5,Basic,0,4.1,Sudeste,86.94836697405749,Safari,12,0,C09489,1
9490,66,58,5,7,4,0.1815587192369844,1,Premium,1,2.7,Sudeste,13.690085068757915,Edge,19,0,C09490,1
9491,23,11,6,26,4,0.15321641860392066,1,Standard,1,1.7,Centro-Oeste,66.88028028622372,Edge,16,0,C09491,1
9492,63,53,8,52,1,0.5525670898055925,1,Basic,1,2.5,Sudeste,43.202539002357746,Safari,5,0,C09492,1
9493,67,43,4,49,2,0.19602449418246193,1,Premium,1,4.8,Nordeste,20.93341556689276,Chrome,23,0,C09493,1
9494,55,18,28,58,1,0.9665244355785217,2,Premium,0,3.9,Sudeste,6.733384497505787,Chrome,9,0,C09494,1
9495,59,40,15,56,1,0.18386418713531805,5,Standard,1,4.4,Centro-Oeste,65.1354361537167,Chrome,3,0,C09495,1
9496,41,25,1,2,2,0.16652425089287903,4,Basic,1,4.1,Nordeste,28.54224564339124,Firefox,5,0,C09496,1
9497,35,39,2,26,0,0.5730590821249104,2,Premium,1,5.0,Nordeste,46.812815751429326,Edge,12,0,C09497,1
9498,44,28,2,29,1,0.18117689661630987,6,Standard,0,4.5,Sudeste,29.497382328465676,Safari,20,0,C09498,1
9499,58,46,19,33,3,0.6652614102917497,3,Standard,0,3.5,Norte,58.617330254962916,Edge,11,0,C09499,1
9500,25,16,25,25,5,0.858435547258171,1,Standard,1,3.2,Sul,2.8666608578584363,Edge,1,0,C09500,1
9501,45,12,22,57,0,0.43577917850949976,9,Standard,1,4.0,Centro-Oeste,2.4990977736083653,Chrome,2,0,C09501,1
9502,27,41,27,36,2,0.34987101828398093,0,Premium,1,4.7,Centro-Oeste,15.248812680072687,Safari,0,1,C09502,1
9503,34,52,9,39,3,0.6895793670892276,3,Basic,1,2.7,Sul,80.58009228861417,Firefox,18,0,C09503,1
9504,46,29,21,50,1,0.8056604416519973,7,Standard,1,4.0,Centro-Oeste,27.812729748888575,Edge,18,0,C09504,1
9505,23,23,2,21,1,0.30285643188522005,1,Premium,0,3.7,Nordeste,188.55589458524958,Safari,23,0,C09505,1
9506,31,21,14,31,2,0.8114952015912866,2,Premium,1,3.8,Norte,75.84953329000903,Chrome,6,1,C09506,1
9507,39,16,13,40,3,0.7667144449264104,5,Premium,1,3.2,Centro-Oeste,47.3403317616294,Chrome,12,0,C09507,1
9508,23,53,22,1,0,0.48288827918532395,2,Basic,1,4.1,Sudeste,14.875384783285222,Safari,15,0,C09508,1
9509,43,51,3,46,0,0.45801167910850393,8,Basic,1,4.8,Sudeste,15.324405044123607,Safari,15,0,C09509,1
9510,56,48,9,7,2,0.10465276759011466,9,Basic,1,3.9,Sudeste,20.80438639189597,Firefox,3,0,C09510,1
9511,29,41,10,41,4,0.08767790523409036,2,Basic,1,1.7,Sul,93.98128528446051,Firefox,23,0,C09511,1
9512,52,45,10,6,2,0.7478824121269291,2,Basic,1,2.6,Sul,80.1287796212014,Chrome,7,1,C09512,1
9513,31,26,7,18,0,0.5850364398613997,6,Standard,1,5.0,Nordeste,66.41877962432542,Edge,16,0,C09513,1
9514,39,37,22,32,4,0.4891485564477992,2,Basic,1,2.3,Sudeste,37.2313375536892,Chrome,17,0,C09514,1
9515,68,22,22,53,2,0.046015448210185994,3,Standard,1,2.2,Norte,23.076570780916107,Chrome,11,1,C09515,1
9516,40,51,8,1,2,0.05588169970435386,9,Standard,1,2.9,Sudeste,66.55413617263574,Chrome,6,1,C09516,1
9517,65,10,7,2,4,0.9208149224099971,3,Premium,1,2.7,Norte,20.22306739292859,Safari,20,0,C09517,1
9518,24,7,11,27,1,0.660860476362475,6,Standard,1,3.5,Centro-Oeste,74.75601291027209,Edge,18,1,C09518,1
9519,57,9,16,13,3,0.3859682212459079,8,Standard,1,4.0,Norte,8.228108515127563,Firefox,21,0,C09519,1
9520,67,25,22,14,0,0.7000499823395115,5,Basic,1,3.9,Nordeste,49.12024372037717,Chrome,0,1,C09520,1
9521,42,46,14,20,2,0.25795137382453415,9,Basic,1,3.0,Centro-Oeste,5.177464631738123,Firefox,6,1,C09521,1
9522,30,15,18,13,3,0.40926784618272494,7,Basic,0,3.0,Sudeste,40.66983827099023,Chrome,22,0,C09522,1
9523,38,13,27,58,1,0.46176918345930473,6,Basic,1,3.2,Sul,5.190940406639622,Chrome,10,0,C09523,1
9524,58,42,19,39,4,0.030783715975893133,3,Basic,1,4.7,Norte,113.25188574734153,Safari,0,1,C09524,1
